%time,field.header.seq,field.header.stamp,field.header.frame_id,field.armed,field.failsafe,field.rc_override,field.offboard,field.control_mode,field.error_code,field.num_errors,field.loop_time_us
1564692359141389960,767,1564692359140290563,,0,0,1,0,2,4,30390,31
1564692359243113464,768,1564692359242035984,,0,0,1,0,2,4,30392,31
1564692359341691320,769,1564692359340170789,,0,0,1,0,2,4,30396,32
1564692359443377989,770,1564692359442228049,,0,0,1,0,2,4,30400,62
1564692359543262705,771,1564692359542209517,,0,0,1,0,2,4,30404,31
1564692359644659494,772,1564692359643892103,,0,0,1,0,2,4,30408,31
1564692359743424728,773,1564692359742214370,,0,0,1,0,2,4,30412,125
1564692359845071814,774,1564692359842270090,,0,0,1,0,2,4,30416,93
1564692359943609669,775,1564692359942035761,,0,0,1,0,2,4,30420,32
1564692360045401965,776,1564692360044283317,,0,0,1,0,2,4,30426,125
1564692360145244389,777,1564692360144177408,,0,0,1,0,2,4,30430,31
1564692360245649573,778,1564692360244237544,,0,0,1,0,2,4,30434,63
1564692360345272742,779,1564692360344167970,,0,0,1,0,2,4,30438,125
1564692360445537133,780,1564692360444216230,,0,0,1,0,2,4,30442,63
1564692360547389264,781,1564692360546231157,,0,0,1,0,2,4,30446,31
1564692360647422983,782,1564692360646256167,,0,0,1,0,2,4,30450,31
1564692360746923107,783,1564692360746254802,,0,0,1,0,2,4,30454,32
1564692360847980681,784,1564692360846341397,,0,0,1,0,2,4,30458,62
1564692360947607600,785,1564692360946211738,,0,0,1,0,2,4,30462,125
1564692361048911803,786,1564692361048194288,,0,0,1,0,2,4,30468,31
1564692361149087858,787,1564692361148191465,,0,0,1,0,2,4,30472,31
1564692361250107556,788,1564692361248686318,,0,0,1,0,2,4,30476,94
1564692361349193422,789,1564692361348198610,,0,0,1,0,2,4,30480,125
1564692361449561356,790,1564692361448328581,,0,0,1,0,2,4,30484,125
1564692361549630700,791,1564692361548201213,,0,0,1,0,2,4,30488,32
1564692361652053135,792,1564692361650532396,,0,0,1,0,2,4,30492,31
1564692361750931830,793,1564692361750217191,,0,0,1,0,2,4,30496,31
1564692361851187595,794,1564692361850234951,,0,0,1,0,2,4,30498,32
1564692361953488736,795,1564692361950101916,,0,0,1,0,2,4,30502,31
1564692362052152593,796,1564692362050229804,,0,0,1,0,2,4,30508,31
1564692362153380420,797,1564692362152383108,,0,0,1,0,2,4,30512,31
1564692362253261511,798,1564692362252220073,,0,0,1,0,2,4,30516,62
1564692362353274521,799,1564692362352209333,,0,0,1,0,2,4,30520,31
1564692362456083880,800,1564692362452067965,,0,0,1,0,2,4,30524,93
1564692362553387752,801,1564692362552197727,,0,0,1,0,2,4,30528,31
1564692362655530222,802,1564692362654353906,,0,0,1,0,2,4,30532,31
1564692362755656318,803,1564692362754339541,,0,0,1,0,2,4,30536,219
1564692362854893270,804,1564692362854285966,,0,0,1,0,2,4,30540,63
1564692362955462292,805,1564692362954287185,,0,0,1,0,2,4,30544,31
1564692363056859122,806,1564692363054339987,,0,0,1,0,2,4,30550,63
1564692363156765839,807,1564692363155961530,,0,0,1,0,2,4,30554,94
1564692363257474571,808,1564692363256246838,,0,0,1,0,2,4,30558,31
1564692363357462914,809,1564692363356328641,,0,0,1,0,2,4,30562,125
1564692363457160793,810,1564692363456217857,,0,0,1,0,2,4,30566,343
1564692363557268680,811,1564692363556214659,,0,0,1,0,2,4,30570,62
1564692363657173355,812,1564692363656221794,,0,0,1,0,2,4,30574,187
1564692363759337159,813,1564692363758143593,,0,0,1,0,2,4,30578,93
1564692363858985620,814,1564692363858246938,,0,0,1,0,2,4,30582,31
1564692363959230302,815,1564692363958373826,,0,0,1,0,2,4,30586,63
1564692364059745489,816,1564692364058447587,,0,0,1,0,2,4,30592,63
1564692364159934794,817,1564692364158241801,,0,0,1,0,2,4,30596,93
1564692364261197455,818,1564692364259998305,,0,0,1,0,2,4,30600,62
1564692364361260716,819,1564692364360262946,,0,0,1,0,2,4,30602,31
1564692364461703985,820,1564692364460305873,,0,0,1,0,2,4,30606,63
1564692364561077024,821,1564692364560155963,,0,0,1,0,2,4,30610,31
1564692364661963219,822,1564692364660235517,,0,0,1,0,2,4,30614,94
1564692364761329799,823,1564692364760269611,,0,0,1,0,2,4,30618,94
1564692364863321808,824,1564692364862291579,,0,0,1,0,2,4,30622,94
1564692364963731326,825,1564692364962414966,,0,0,1,0,2,4,30626,31
1564692365063608584,826,1564692365062391600,,0,0,1,0,2,4,30632,31
1564692365163890558,827,1564692365162279858,,0,0,1,0,2,4,30636,63
1564692365264199824,828,1564692365262138865,,0,0,1,0,2,4,30640,93
1564692365365177146,829,1564692365364267127,,0,0,1,0,2,4,30644,62
1564692365464555309,830,1564692365464264928,,0,0,1,0,2,4,30648,31
1564692365565715051,831,1564692365564434858,,0,0,1,0,2,4,30652,94
1564692365665367596,832,1564692365664299699,,0,0,1,0,2,4,30656,31
1564692365765867033,833,1564692365764294625,,0,0,1,0,2,4,30660,63
1564692365866640600,834,1564692365865949253,,0,0,1,0,2,4,30664,188
1564692365967515128,835,1564692365966319687,,0,0,1,0,2,4,30668,63
1564692366067522138,836,1564692366066303321,,0,0,1,0,2,4,30674,93
1564692366167680276,837,1564692366166456168,,0,0,1,0,2,4,30678,62
1564692366267538908,838,1564692366266324800,,0,0,1,0,2,4,30682,62
1564692366367696921,839,1564692366366231641,,0,0,1,0,2,4,30686,32
1564692366468947498,840,1564692366468308402,,0,0,1,0,2,4,30690,32
1564692366569421393,841,1564692366568442415,,0,0,1,0,2,4,30694,125
1564692366669317776,842,1564692366668282880,,0,0,1,0,2,4,30698,31
1564692366769862172,843,1564692366768322349,,0,0,1,0,2,4,30702,63
1564692366869539300,844,1564692366868321067,,0,0,1,0,2,4,30706,32
1564692366971825149,845,1564692366970325326,,0,0,1,0,2,4,30708,94
1564692367071014684,846,1564692367070328420,,0,0,1,0,2,4,30714,94
1564692367171809252,847,1564692367170329096,,0,0,1,0,2,4,30718,125
1564692367272054475,848,1564692367270342648,,0,0,1,0,2,4,30722,31
1564692367372026234,849,1564692367370560079,,0,0,1,0,2,4,30726,31
1564692367472935429,850,1564692367471968576,,0,0,1,0,2,4,30730,187
1564692367573539285,851,1564692367572323927,,0,0,1,0,2,4,30734,31
1564692367673768758,852,1564692367672356187,,0,0,1,0,2,4,30738,125
1564692367772696871,853,1564692367772332530,,0,0,1,0,2,4,30742,188
1564692367873543731,854,1564692367872202162,,0,0,1,0,2,4,30746,31
1564692367973593076,855,1564692367972345842,,0,0,1,0,2,4,30750,31
1564692368075187202,856,1564692368074343601,,0,0,1,0,2,4,30756,125
1564692368175246838,857,1564692368174228150,,0,0,1,0,2,4,30760,31
1564692368275520603,858,1564692368274385538,,0,0,1,0,2,4,30764,62
1564692368375699450,859,1564692368374359714,,0,0,1,0,2,4,30768,94
1564692368476258763,860,1564692368474336015,,0,0,1,0,2,4,30772,94
1564692368577263794,861,1564692368576373775,,0,0,1,0,2,4,30776,63
1564692368677736855,862,1564692368676656041,,0,0,1,0,2,4,30780,31
1564692368777504027,863,1564692368776371795,,0,0,1,0,2,4,30784,62
1564692368877125654,864,1564692368876337513,,0,0,1,0,2,4,30788,187
1564692368978644987,865,1564692368978233103,,0,0,1,0,2,4,30792,94
1564692369077408429,866,1564692369076230905,,0,0,1,0,2,4,30798,31
1564692369179073015,867,1564692369178369417,,0,0,1,0,2,4,30802,32
1564692369280052420,868,1564692369278349594,,0,0,1,0,2,4,30806,63
1564692369380504439,869,1564692369380109348,,0,0,1,0,2,4,30810,62
1564692369480008397,870,1564692369478327696,,0,0,1,0,2,4,30812,62
1564692369580446333,871,1564692369578736215,,0,0,1,0,2,4,30816,63
1564692369681339111,872,1564692369680377341,,0,0,1,0,2,4,30820,125
1564692369782738650,873,1564692369782136429,,0,0,1,0,2,4,30824,250
1564692369881020124,874,1564692369880377736,,0,0,1,0,2,4,30828,32
1564692369981354183,875,1564692369980493249,,0,0,1,0,2,4,30832,32
